id,review,class
17565,Please bring back the last version or let us down grade from this atrocious unusable fail.,information giving
17567,They just need to update the layout I fill like everything is hidden I want a better task bar.,feature request
17569,This version has crashed many more times than previous ones.,problem discovery
17570,boards/subjects should have some type of restrictions or distinguishing   key phrases.,feature request
17573,"No more crashes, and I  m happy once again.",problem discovery
17574,App is crashing when trying to send a direct message via email.,problem discovery
17575,"The look is bland, and apparently Pinterest has forgotten tons of their pinners are DIY and crafting nuts.as you can probably can tell, I may have a slight problem with Pinterest.",problem discovery
17575,"Just PLEASE fix it, then I will love you so.",problem discovery
17579,Please fix this.,problem discovery
17582,Love the app but when I open the notifications it crashes.,problem discovery
17583,Please know I adore this app .,information giving
17583,Just please fix this bug.,problem discovery
17585,"But is there a way for used to filter out certain topics, like tattoos and wedding dresses?",information seeking
17587,"So, the app is totally worthless to me when I am doing everything right and it  s not working.",problem discovery
17589,I updated my iPhone app and now when I open the app all the pages are blank.,problem discovery
17590,"BSRA1028 ,  I love this app but ever since I updated it it does not work.",problem discovery
17591,Please fix this   very annoying and limits my use of the site.,problem discovery
17593,I updated the app and now no pins will show in the news feed or in the categories.,problem discovery
17594,Please fix it!,problem discovery
17595,I  m quite annoyed and would really like them to fix this situation.,problem discovery
17595,Please fix this because otherwise I LOVE this app but it is useless to me if I can  t view ANYTHING!,problem discovery
17603,Please restore a way to open pin links in external browser or let us save photos.,feature request
17604,I just wish that you could have more secret boards.,feature request
17606,Any app that crashes is terrible.,problem discovery
17606,Pinterest crashes  your iPad to the boot screen.,problem discovery
17606,I can  t think of one instance of another app doing this.,information giving
17608,If I had to say there was a problem it would be that this app is too addicting!!!!!!,problem discovery
17612,This needs to be fixed.,problem discovery
17616,The addition of secret boards was a great idea!,information giving
17619,If only every pin had a direct link to how to buy it or the items inside.,feature request
17621,Where are the categories?,information seeking
17623,I use this for home and work just to get new ideas.,information giving
17624,I love this app but I would also love if they added a way you can see pins people sent you &amp; pins you sent to other people!,information giving
17633,I love seeing what others ideas are.,information giving
17636,The app crashes my iPad since iOS 7 update.,problem discovery
17637,What happened?,information seeking
17643,Please bring that back.,feature request
17647,Please bring back the save to camera roll.,feature request
17649,"Prior to newest update: Love app, only problem is sometimes when I want to pin, it won  t let me click pin.",problem discovery
17650,It has everything I need!!,information giving
17659,"BUT...every time I go to a website from a pin then come back, it crashes!!!",problem discovery
17668,Can  t email cause it crashes every time.,problem discovery
17668,Please repost the old one so we can downgrade.,feature request
17682,Except how do I change my board cover pin?,information seeking
17683,So glad they added a business profile!,information giving
17684,I just love all the personalizing you can do.,information giving
17686,"I can  t find any help on the devloper  s pages or online, so what am i to do?",information seeking
17697,Please bring back the old.,feature request
17700,"Please change it back, I hate everything about it!",feature request
17703,Still crashes since updated my iPad 3 with IOS 7.,problem discovery
17704,If you are on Pinterest...you need this.,information giving
17706,"Seriously, I can  t find them now....epic fail.",problem discovery
17707,I am unable to post a comment...the message I get is: 'You have exceeded your rate.',problem discovery
17707,We think you were trying to post content that might be spam.,information giving
17709,I love this app but now I can  t open the pages and I can only see the pins but when I click on them I can  t go to the websites.,problem discovery
17716,I just wish it would allow your to scroll through the home page with one column rather than 2 on the iPhone.,feature request
17717,You can pretty much anything you want to know or design in here.,information giving
17718,\nI need more hours in a day.,information giving
17729,Never had issues with the app.,information giving
17742,"Now it crashes randomly, and often.",problem discovery
17744,My daughter has created a bunch of items from this app!,information giving
17745,I have had no problems with it.,information giving
17760,"There are so many great ideas, yummy recipes, and hillarious ecards.",information giving
17767,"It  s okay, sometimes it can be buggy but since my last update I haven  t had a problem!",information giving
17770,"Only issue I have is that is will refuse to let me pin once in awhile and that gets frustrating, but otherwise I love it!",problem discovery
17781,"I do not like how some pins lead you to a dead site, those should be removed.",feature request
17784,I love Pintrest so much it gives me so many craft ideas or just keeps me busy when I  m bored!,information giving
17787,I don  t have any problems and you can find about anything you  re looking for ?,information giving
17790,"Makes it difficult to find things, since I have to try and remember WHEN I created the board, to make it easier to find.",problem discovery
17795,Please fix it!,problem discovery
17797,I  ve also had issues with some pins not being clickable.,problem discovery
17798,I love the app but it crashes every  minute and never saves the thing I was about to pin!,problem discovery
17801,"I can  t stop ,",information giving
17806,"The iPad version has several problems, including stacking open windows in the background, not alphabetizing new categories on your page, and frequent unexpected program crashes.",problem discovery
17823,What ever I need some inspiration for I can surely find it here!,information giving
17836,"but since upgrading to iOS 7, the app frequently crashes.",problem discovery
17836,Please fix the stability!!,problem discovery
17837,Please fix this ASAP!,problem discovery
17863,That creates a problem for me because it is my ADDICTION !!,information giving
17865,The latest revision of the app has had some stability problems.,problem discovery
17873,"But, the new update keeps crashing the app every time I try to open a pin.",problem discovery
17873,Please fix it!,problem discovery
17880,I love being able to use Pinterest thru the app but it seems to be having problems.,problem discovery
17881,The only issue I have is that some of the pins have no link...you click the picture and that  s all you get is the photo.,problem discovery
17883,Amazing ideas and the imagination is endless.,information giving
17885,"Also, how in the world do you communicate with someone or send them a pin?",information seeking
17890,It is my go to app when I need an idea.,information giving
17895,"Excellent app, though it occasionally crashes when browsing through it.",problem discovery
17906,"Push notifications are not working on my iphone although it  s set up properly and when you open a sent pin while in email on the iPad, it forces Safari to open, it does not open it in the App.",problem discovery
17915,It has everything you need!,information giving
17919,"Please fix....please please please ,",problem discovery
17920,"Adriano Plotzki ,  I  ve been reading many tips about how to sleep without Pinterest, but I still can  t do it.",information giving
17923,"I love the app, but it hate that you can  t see the time while you  re in it.",information giving
17924,I learned how to pin my own pics.,information giving
17931,Great app but newest update crashes often when pinning on my iPad.,problem discovery
17935,If anyone knows how to do this please post.,information seeking
17942,Only problem for me is once I start I can  t get off.,information giving
17948,"Every time I get on, it crashes and causes my iPad to restart.",problem discovery
17952,It is amazing how much fun you can have with it.,information giving
17957,"Everything I ever need is right here on this app, I get soo many inspiring ideas from any category.",information giving
17962,"It appears all bugs have been fixed, but are not.",problem discovery
17964,Great service   almost great app\n\nBasic function is there  but I can  t wait until its fully functional!,information giving
17964,Why is it so hard to fund menu items?,information seeking
17966,"s Next Partner :) ,  ...except the fact that whenever I  m in the middle of reading an extra long pin, it crashes!",problem discovery
17966,"Sometimes, if I  ve just been on it for a while it crashes.",problem discovery
17967,"As much as I like to lose myself in Pinterest, I like to have some sense of time while browsing around in this app.",information giving
17970,"All your ideas, needs and wants!!",information giving
17971,I am one of the many who is not able to use this app.,problem discovery
17972,Love Pinterest but there has been a lot if crashing since the last update.,problem discovery
17982,"It would be nice if one could rearrange boards on page to have categories that are similar be next to each other, or just to be able to arrange the boards on page to ones liking.",feature request
17982,Also I have been having problems with constant crashing and pins that lead to nowhere.,problem discovery
17986,Please fix this!,problem discovery
17988,Get ready to find all the things you didn  t even know you wanted to do/ have!,information giving
17994,I love Pinterest but I can  t open it anymore without it crashing.,problem discovery
18000,"However one frustrating development is when I  m deeper into links (say I follow a pin to its site, click on another link and want to pin from there) the app consistently crashes.",problem discovery
18000,It would be cool to see some type of messaging system integrated where you could suggest a pin to a friend or be alerted if one of your friends commented on something you pinned.,feature request
18006,"It  s easy and doesn  t crash often ,",information giving
18014,Please fix this.,problem discovery
18016,Please fix this!,problem discovery
18023,Just love it.,information giving
18029,"Amylovescats ,  Don  t download this app if u want to have a life outside of Pinterest.",information giving
18033,Everything you need will be here.,information giving
18040,I highly recommend this app!,information giving
18042,"I liked the previous version of the app, but now there are way to many advertisements that pop up when I am pinning.",problem discovery
18049,"The only issue is that every once in a while, it kicks me out of the app.",problem discovery
18055,What did we do before Pinterest!?,information seeking
18056,"s Team ,  If you have not tried it you are totally missing out.",information giving
18064,"Love Pinterest BUT app crashes quite often :/ ,",problem discovery
18068,I did some research and it turns out many ppl have this problem and it  s a Pinterest app specific problem.,problem discovery
18068,Please release an update to fix this.,feature request
18068,No complaints whatsoever except that the app crashes from time to time on my ipad air.,problem discovery
18087,Ever since the last update it crashes constantly and makes it very frustrating to use!,problem discovery
18088,Ever since the latest update my iPad app crashes several times a session when clicking on specific pins.,problem discovery
18101,Highly recommend this app.,information giving
18102,However I wish there was an way to alphabetize my boards!,feature request
18106,"I greatly enjoy Pinterest, the only problem I find with it is that I can  t go back to the same place I was once I click on something, while on my windows phone ,",problem discovery
18115,How can u not LOVE this app?,information seeking
18116,Now I can  t open links in safari and when I look at other people  s boards   hardly any of their boards and pins load (you can tell by their pin count).,problem discovery
18118,"My only complaints would be that sometimes it unexpectedly crashes, which sometimes makes me lose great pins.",problem discovery
18127,"Anytime you need an idea for any reason, it  s here at your fingertips.",information giving
18128,:/ please fix this!,problem discovery
18134,But the new update causes crashes everytime I try to open notifications ?,problem discovery
18135,"s iTunes ,  Constantly crashes my iPad!",problem discovery
18136,There are a few issues I  ve experienced with uploading certain pictures and being able for others to view.,problem discovery
18147,"However, it is crashing and shutting down the device so it must reboot.",problem discovery
18149,"The update crashes my iPad when I try to open a pin..but other than that I am totally obsessed with it and love all the ideas I get from it ,",problem discovery
18150,Now that you added the ability to upload pics I  m happy to give you 5 stars!,information giving
18152,Why does the app always crash when I try to send a pin from my iPad?,information seeking
18161,I liked how you could back swipe to return to the pervious page of posts now it goes to another pin.,information giving
18171,But I wish you could move more than one pin at a time to a new board.,feature request
18174,You can create your own boards and see what all of your friends are pinning.,information giving
18174,Definitely recommended for anyone who is looking for a fun and productive way to pass the time.,information giving
18184,I love selecting my favs and adding a few of my own pix.,information giving
18187,"Never had a problem with crashing ,",information giving
18201,I can get everything I need in one place from food to crafts to funny pictures to wedding ideas.,information giving
18201,It is amazing and I highly recommend it to anyone that hasn  t tried it.,information giving
18214,I can save things I want to see later by just pinning them.,information giving
18226,Great app love the site only gets a 4 because I can  t pin directly from iPhone and lets face who uses their computer that often anymore.,information giving
18231,"There are really good ideas for home decor, cooking, crafting, etc., but my favorite feature is travel photos and all the amazing places one can add to one  s bucket list.",information giving
18237,This app really helps you keep organized with everything you might want to do or have done or love or want to remember.,information giving
18245,"I  ve been wanting to get Pinterest on the go, and so far I  ve been very happy with this app :) I haven  t had to deal with updates yet, but I love how its still just as easy to use on my iPhone as it is to use on a tablet or computer!",information giving
18254,Now it is so frustrating.....crashes constantly on my iPad.,problem discovery
18254,"Every so many pins, searches or even pulling up my owns pins....it CRASHES.",problem discovery
18256,Sorry before I forgot the rating.,information giving
18261,There are so many ideas and themes.....you could explore forever.,information giving
18263,"Viewing so many places in the world to get 'traveling' ideas, \n'how to' fix things in your house, hair, makeup, etc., &amp; amazing party ideas.",information giving
18263,"\nI can find anything from beautiful Art or photos of celebrities, flower ideas (bouquets or arrangements)\nPinterest is such a helpful &amp; useful app that I can  t live without.",information giving
18263,It has made my daily life so much easier.,information giving
18267,"No matter what you  re into and what you  re looking for, it  s here!!",information giving
18281,The only problem is that I spend so much time surfing for ideas that I run out of time to do them!,problem discovery
18292,"I am addicted to pinterest but when I updated it,I can  t open the app or even on safari!!",problem discovery
18300,One of them was Create a Pin in Pinterest.,information giving
18303,It crashes every time I close a pin I was looking at.,problem discovery
18307,"Have to copy link and open in a browser, otherwise I just get a grey screen.",problem discovery
18322,"The app is great, but not when it is crashing my iPad.",problem discovery
18322,"Ever since the update, when the screen orientation is changed, the app crashes and the iPad goes right along with it.",problem discovery
18326,It repeatedly crashes and resets.,problem discovery
18326,\n\nUpdate: this is the third update since I originally wrote this review and it  s still crashing on a regular basis.,problem discovery
18329,"Best ideas, people are so creative and I think I  m addicted!",information giving
18333,Please continue it always.,information giving
18335,I plan to get all my associates hooked on it.,information giving
18342,"Love love love it lots of inspiration and you can find anything you need ,",information giving
18356,I wish you were able to create sub boards.,feature request
18357,My entire iPad crashes when I  m using Pinterest since the update.,problem discovery
18358,I never have any problems with this app!,information giving
18366,I also have a problem with it crashing.,problem discovery
18370,"I am addicted to Pinterest, but it is always crashing.",problem discovery
18374,I just love this App!,information giving
18386,I love pinterest I can  t stop looking at stuff!!,information giving
18387,Sometimes I am unable to see my pins/likes/boards but it  s coming along.,problem discovery
18388,This app never fails to surprise me!,information giving
18405,I love this app but it crashes my whole iPad and it has to restart itself.,problem discovery
18408,Please fix this bug!,problem discovery
18412,This creates a stack of open pages.,information giving
18412,I have to manually close pages under the one I am looking at or the program will crash after just a few clicks.,problem discovery
18420,"I love this site, but it has been crashing since the last update.",problem discovery
18434,Pinterest crash and burns harder than a Ford Pinto.,problem discovery
18434,The crashing bug needs to be fixed before adding more crap we can  t use.,problem discovery
18434,This needs to be fixed....why is it you won  t show my review?,problem discovery
18435,It  s perfect when I  m on the go and I need to look up something I  ve saved.,information giving
18437,I  ve found so many good ideas and recipes and its so easy to organize them so you can use them later.,information giving
18445,Application crashes after trying to open link up.,problem discovery
18445,Please fix otherwise awesome App.,problem discovery
18447,I  m completely addicted and the updates have just added to my addiction.,information giving
18447,I can  t pin fast enough.,information giving
18450,Can  t open pins!!,problem discovery
18457,Never have I gotten so many ideas to be creative .,information giving
18464,"As an elementary art teacher, I could not have a better app on my phone, so many good ideas ,",information giving
18471,The only bad thing is that it crashes quite a bit.,problem discovery
18478,The app crashes entirely too much.,problem discovery
18481,App constantly crashes.,problem discovery
18481,"If you try to send a pin to someone, pin something, viewed one of your boards  app will either just crash or you get blue screen and ipad restarts itself.",problem discovery
18484,My app has continually been crashing.,problem discovery
18484,Please get it fixed!!!,problem discovery
18490,"I love the app, I get lots of recipes and am able to open it when I  m at the grocery store and see what I need to buy for recipes and then when I  m cooking its easy to follow the recipe right from my phone!!",information giving
18495,"Love the App big time BUT after this last update, it would seem, it crashes all the time.",problem discovery
18503,It  s the first place I look to when I need something.,information giving
18524,:) the new updates on this app make it much more stable and I like you can now make Pinterest folders within the app.,information giving
18526,I hate it when it crashes my iPad though &amp; has been difficult to open pins at times.,problem discovery
18530,The one thing that is missing &amp; something I  d like to see is red light notifications like the website version has.,feature request
18532,"With the new iOS and app update, I can  t open ANY of my pins, or any of the links in safari through the app.",problem discovery
18534,I totally recommend it!!!,information giving
18536,"Pintrest is the greatest, all ideas are great, just need clear and full recipes.",information giving
18544,I am so disappointed with the Pinterest IPad App at how it continues to crash when attempting to open the pinned links.,problem discovery
18544,"Please fix this as soon as possible, as this app played an important role in my leisure time.",problem discovery
18548,The ideas are endless.,information giving
18550,"Can  t open pictures to view larger and on the rare when I can, I can  t open the URL.",problem discovery
18557,Please fix it!,problem discovery
18560,Addictive app filled with craft ideas and step by step tutorials on how to create them.,information giving
18570,Just love it!,information giving
18583,Who needs a cookbook anymore when I have Pinterest!,information giving
18600,I have had op problems with this app.,problem discovery
18607,"Save all your how to"" videos in one place; all your renovation ideas; party planning ideas; dream decorating ideas; plan for what to do in your garden next year.""",information giving
18608,"However, it does not always work (when I absolutely know I have a pin with that word in the description).",problem discovery
143531,"Whtsap is hngng smetms...nw need an updte whch cn imprve whtsap...please give updte quckly ,",problem discovery
143628,"Art support	Waiting for the update since a month, all the other apps except whatsapp supports it;coz of which I can  t use art. ",feature request
143666,"NICE	Please fix the Whatsapp..all my contact profile picture cannot see. ",problem discovery
143704,"Earlier it was running awesome but since d last update its running very slowly, plz resolve d prob!!!",problem discovery
143713,"why	why my whatsapp have not settings ?",information seeking
143726,"Good	I cannot see the last seen statements though?",information giving
143739,How abt u give the android users the same functionality?,feature request
143754,"Crashes	App crashes frequently on HTC phone.",problem discovery
143770,above average as it needs more emotions.,feature request
143773,"Installation problem	I am not able to install whatsapp on lenovo A269I",problem discovery
143862,"Four stars	Its a wonderful app and provides a good way to stay in contact with peepz but its needs more improvement especially in de area of speed",problem discovery
143892,"Not happy	I want d developer to improve the app cz I updated my fone to 4.1.1 and the app is not working",problem discovery
143898,New Flags added does nt work.plz update.,problem discovery
143928,Please make an Update of LAST SEEN FREEZE or HIDE LAST SEEN options.,feature request
143928,85 out of 100 need this kind of Update.,information giving
143935,"Media sharing	Its good but can be better and if mb in media sharing can incresed then it will be excenlt so please improve it so that I can give it 5 stars",feature request
143955,"Please Add More Features	Please Add More Features Like Whatsapp +(plus)",feature request
143957,"Its not at all connecting.please sort it down ,",problem discovery
143959,"No block list	as i updated No block list,",information giving
143962,It should have a built in protection system.,feature request
143994,"Great	Great app but need some improvement for IOS devices",information giving
144018,Please i need your help.,information giving
144023,"Cool app	Please make sure that we can delete media received from memory and not just from chat.",information giving
144029,They have to fix the update feature properly so that it done at a one go and possibly twice for it to activate previous whatapps conversation account.,problem discovery
144032,Is that true and if so why can  t you set it up?,information seeking
144060,"S4	Please we need a Zimbabwean flag",feature request
144072,"Using too much memory	Whatsapp is using too much memory You have to do something whatsapp team for users having low memory",problem discovery
144081,"Payements	Good but why can  t it be free like skype?",information seeking
144086,"I cant download image and videos sent	when i try to download image or videos, it says ""download was unable to complete, please try again later"".",problem discovery
144086,"i have tried to uninstall, the problem is still the same.",problem discovery
144105,Please Check the problem.,information giving
144132,"Some defect	Please correct this defect when will listen to a voice note than the screen becomes whole black and we are not able to clearly hear the voice in my s4",problem discovery
144189,What is error 927?,information seeking
144189,Whats up is fail to download...is there any solution?,information seeking
144214,"Alone	So bad not updating new version to my Mobil only only it is coming error 919 ( :",problem discovery
8,Now I can  t play game at all.,information giving
8,It crashes at opening every time!!,problem discovery
23,Most of them don  t even know how to use spell check on their phone for heavens sake!,information giving
28,"Please get more games soon, can  t take the wait!",feature request
32,"\nHi, my aim has improved as has my ability to figure out how to get 3 stars on most all levels.",information giving
35,"All I get is waiting"" then failed to update.""",problem discovery
38,I updated my iOS software and it  s not that or my phone.,information giving
38,"I know you can do better, Rovio!",information giving
1542,"I went in to print out my schedule request form, so I clicked the print"" icon but it crashed on every attempt.""",problem discovery
1551,\nMenu disappears\nCan  t rename files\nMoving files sometime fails and without a cited reason.,problem discovery
1552,Why keep on asking when I already said no?,information seeking
1552,"Second, why not use background update feature of ios7 to do it, rather than the awkward location based method?",feature request
1553,"It wont even let me change tabs, then crashes.",problem discovery
1554,"Ledmetallicadc ,  After updating, it logged me out and every time I try to log in, it crashes immediately.",problem discovery
1558,Drop box as a service is rather annoying as it seems to be made for old people who haven  t made the jump to collaborating in real time in the cloud.,information giving
1559,"Why are you following Apple  s lead with the crappy, dull, uninspired look?",information seeking
1562,"Ever since iOS 7 update, Dropbox has not worked; constantly crashes, when it does run it is EXTREMELY slow, and there are problems with camera uploading.",problem discovery
1563,"Movies should be separated out from videos, just like in the Photos app.",feature request
1565,Why I can  t I upload photos from my camera roll one at a time instead of the entire camera roll?,information seeking
1565,Please change this.,feature request
1567,I even set up a different box to try and fix it thinking my original box was the problem.,problem discovery
1569,I can  t do anything.,problem discovery
1571,"rugg31 ,  Flat out will not open on a new iPad Air ,",information giving
1575,What happened?,information seeking
1578,"All these updates, and I still can  t rename things?",feature request
1581,And I never added anything to my favorites.,information giving
1582,"JohnInThisLife ,  Why did you drop support for earlier IOSs?",information seeking
1585,Why no backward compatibility to iOS 6?,feature request
1585,I think it is a huge mistake to do so.,problem discovery
1585,"I have been a Dropbox user for years and, unfortunately, must look for another solution unless an iOS 6 version is made available again.",information giving
1586,This app needs to support older OS versions!,feature request
3560,"Instead of having multiple paper notebooks or little notes everywhere, everything  I need to remember or reference goes into Evernote.",information giving
3561,"Our minds need Evernote to actually function today as the creative, thinking creatures we are and unburden us from the voluminous, mundane which informs our thinking.",information giving
3561,While there are still functions which are not yet available on all mobile platforms these do not detract from the unequivocal 5+ rating.,information giving
3563,"I was about ready to leave Evernote because it would often crash and lose my thoughts, also the skeumorphic design was painful to look at.",problem discovery
3563,"Never crashes, and it  s so much simpler than the old version.",information giving
3566,"That  s high praise these days, this app does just what I need it to do, and does it well.",information giving
3566,"The update downloads, but the the nook says it can  t open the download.",problem discovery
3568,The app really needs a proper TODO list that functions as a completed and not competed list.,feature request
3570,I use this to keep track of many items   the company is great at providing support and they update the software often.,information giving
3578,Please stop all the enhancements.,information giving
3578,It was a wonderful app before and now it almost takes a manual to figure out how to use it.,feature request
3588,"It crashes less often, but still does so.",problem discovery
3588,"\n\nSecond, it needs a way to export multiple notes at once to Word so that notes can be edited and compiled into articles and papers for publishing.",feature request
3592,"That  s a vote of confidence that this great, versatile app will be around for as long as I need it.",information giving
3593,"It crashes occasionally, and the text formatting is bad.",problem discovery
3593,"The problems are obvious, and I wish they  d be fixed.",problem discovery
3600,Latest update crashes constantly.,problem discovery
3616,Now I know why it  s one if the best apps available in all platforms.,information giving
3617,"This single app has replaced my GTD apps, note apps, outliners, presentation apps, file sharing, and with the sync is available everywhere I need.",information giving
3619,Great to have my stuff available in one place.,information giving
3623,Reason for only 4 stars is because some features are not available across all platforms.,problem discovery
3626,The app seemingly does not support cut and paste after IOS7 upgrade.,problem discovery
3630,"\n\nI  d give 5 stars, but Evernote really need to give feature parity with their desktop version.",feature request
3632,It used to allow adding multiple tags at once.,information giving
3633,Just clip all thoughts you have from any medium to the software and it is recall able.,information giving
3638,Well worth the download and will purchase the subscription once I learn more on how to maximize it.,information giving
3647,"Ever since EverNote 'upgraded' to iOS7 style, it has been a poorly designed bloated app that constantly crashes.",problem discovery
3652,": ) That said, Evernote has made a massive impact in my life in terms of productivity and organization.",information giving
3653,"Every time I re download the app, I then need to wait until it downloads my all my offline notebooks.",problem discovery
3666,"It seemed cool, but I just don  t take that many notes, I thought.",information giving
3666,"\n\nNow imagine that for invoices, reference photos, old magazines, newspaper articles, kids school awards, receipts, every recipe you own, the manual to your dishwasher, the color of paint in in your living room, the business card of the guy who installed your flooring, etc.\n\nWhether we like it or not, we need to acquire the skill of information management.",information seeking
3667,Please do take out the marketplace and announcement ads though.,feature request
3671,You can  t search within a specific notebook without typing in code (very time consuming even IF you can figure out how to do it).,feature request
3671,"The list of search results should show the line of the found text, so you can see quickly if that  s what you  re looking for without having to open it.",feature request
3672,\n\nWish I could create tables since I use this mostly to trap info for reference.,feature request
3674,There are things it would be nice if EN could do but maybe we  re all getting spoiled.,feature request
3675,This is the only notepad solution I use for my business!,information giving
3683,Whether you want to organize your butterfly collection or organize your dissertation Evernote can help you do it.,information giving
3684,As of Dec upgrade it still crashes.,problem discovery
3684,It has become something I rely on but it crashes on my iPhone.,problem discovery
3685,I tried opening it from the App Store but it wouldn  t let me.,problem discovery
3687,This app alone is the first one I recommend to any family member or friend with a new iOS (or other) device.,information giving
3698,"Easy to search for information when I need it ,",information giving
3707,I sure wish there was a better app than Evernote for this feature set because it has so many bugs and feature limitations.,problem discovery
3713,Also wish there was a way to view all notes in Flipboard and to display alerts for random notes!,feature request
3720,I don  t need any other note taking apps to store my notes.,information giving
3720,"Every time I have something come up with in my mind, I just simply take a draft in Evernote and tag it as idea"".""",information giving
3723,It crashes constantly.,problem discovery
3726,"When I update a note on my PC it takes forever to show up after I sync on phone, sometimes I even have to log out and back for it to show up.",problem discovery
3728,"So because of this program, I updated my iOS, and it changed its look completely and its stability.",information giving
3728,It crashes every time within 2 minutes of using it.,problem discovery
3728,"Please make it stable, and if possible, bring back the old UI.",problem discovery
3729,"It would be nice to have a word counter feature though ,",feature request
3730,"If you are looking for an app to keep all your information:from pictures to web links,quotes,recipes,etc.This is the ultimate app,look no more!",information giving
3734,Blurring out the right side means you can  t read or really see that area when the sidebars open anyway.,information giving
3740,"I currently cannot attach photos without it crashing, so I may have to find a replacement soon.",problem discovery
3747,"Just installed it on a new iPad; I  m glad I don  t have too much invested in it, because I  m abandoning it over the font size issue.",problem discovery
3747,"The font is smaller than that of any other app I use, and there is NO way to control it, short of using Evernote through a web browser which entirely defeats the purpose.",feature request
3749,"s problems with this app , 5,  ptcgkm ,  This is a great app, which I have been using for many years.",information giving
3749,"I tried fixing it myself before contacting support, but I made the problem worse.",problem discovery
3749,\n\nI recommend Evernote to everyone I meet.,information giving
3751,Since the new update the app crashes a lot on my 4s   especially when I try to take a photo in the app.,problem discovery
3753,"Start crashing : ( ,",problem discovery
3756,"But since IOS7, it crashes and freezes on a website at least once a week.",problem discovery
3756,"The only way I can continue is to go through iTunes to delete the whole app, then reinstall it.",information giving
3757,Love the ease with which other apps can integrate with Evernote.,information giving
3758,"It constantly reports failure to synch, it freezes momentarily between all actions, it crashes here and thee, and the search function sometimes fails to find key words.",problem discovery
3758,"Note, some of my problems may be related with some incompatibility of iPad2 with iOS7.",problem discovery
3758,The problems I  ve experienced are not as severe as what others are reporting.,problem discovery
3758,"I am still working on EN, but will also be on stand by, and looking for possible alternatives.",information giving
3759,"Yodaman70 ,  Not sure if this is an Evernote or iTunes issues but found this app and two others aren  t upgradeable yet 60 other apps no problem.",problem discovery
3762,"It  s time for Evernote to take a good, hard look at its software and start pulling features.",feature request
3764,Still crashes a lot when capturing and attaching photos to the note.,problem discovery
3767,"This app is ok, but we need to get these machines to be more than places to brain dump.",feature request
3771,"And, each time a sync error occurs, the error report transmission fails as well.",problem discovery
3772,I would use it exclusively if it had spreadsheet editing capabilities.,feature request
3782,"Had been five for me, but the update one previous to this broke it for whole tribes of us, and it took them a week to get the fix out (see below).",problem discovery
3782,How do these things get out of the gate?,information seeking
3783,My only wish list item would be a URL scheme for passing information to the app or opening a search from elsewhere  something Launch Center Pro could use.,feature request
3783,\n\n** iOS Redesign **\nProps to the Evernote team for not just tweaking the look of their app for iOS 7 like so many others.,information giving
3786,Will update rating accordingly.,information giving
3786,"Tech support tried to help, and I  m a premium user, but none of them came right out and said what was wrong, something like: 'Sir, you are experiencing what millions of others are experiencing.'",problem discovery
3786,We have created an unreliable app.,information giving
3786,What happened?,information seeking
3786,Just use Notebooks or OneNote.,information giving
3791,These guys know how to think outside of the box to let a note taking app evolve and immerse itself into your life and business.,information giving
3791,\n\nHighly recommended note taking app.,information giving
12438,It  s already possible to rearrange boards   why not the pins on a single board?,information seeking
12440,"This app provides me with just that   the opportunity to glance at photos, and most photos have links for further information.",information giving
12454,Pinterest is now my go to resource whenever I need ideas or inspiration for nearly anything in life.,information giving
12454,The only problem is that it  s like a giant vortex where I look up and an hour has passed.,problem discovery
12458,No longer have to cut a tree down when I can pin it!,information giving
12468,"This is the easiest way for me to use Pinterest, so I don  t just spend hours on the site.",information giving
12499,This can be frustrating when your in the middle of adding important ingredients.,feature request
12505,\nBut you should be able to rearrange your boards on here.,feature request
12509,"Works well crashes sometimes, but good!",problem discovery
12521,This app has made my life so much easier!,information giving
12533,I have had this app and I  m literally on it everyday.,information giving
12541,Powerful for seeing goals I have set for the year to attract what I need to make a goal a reality.,information giving
12545,I love how you can look ion vastly different categories; where you can find anything you can think of!,information giving
12551,"I recommend some improvements, such as being able to rearrange pins and boards on the app.",feature request
12554,I uninstalled the app from my iPad because it always crashes.,problem discovery
12562,"I enjoying seeing how many folks are following me, and sometimes adding photos I take, or find outside of pinterest.",information giving
12565,I can always find what I need and great new ideas!,information giving
12567,You can create any type of board you want and pretty much everything else is customizable too.,information giving
12579,It needed to happen.,feature request
12581,I  m not sure how I managed in life without Pinterest (or this app for that matter) but it  s my #1 go to if I need a little inspiration.,information giving
12601,I wish after it crashes you could go back instead of starting over!,problem discovery
12604,You look further and it was/wasn  t what you expected.,information giving
12604,You have to arrow back using your browser and it takes you ALL The Way Back to the Beginning of scrolling.,information giving
12608,I  ve learned how to do so many things through Pinterest pins and enjoying pinning items of my own.,information giving
12608,I totally recommend this app.,information giving
12614,I have had no problems with it crashing my phone.,problem discovery
12617,"This is such a fun way to kill time..waiting for appointments, when I can  t sleep or just feeling lazy bones.",information giving
12655,"I love this app I get recipes, how to  s, ideas and tons of diy ideas.",information giving
12661,The app used to have major freezing problems.,problem discovery
12663,You can create a board of your own to refer back to also.,information giving
12668,"\nIt still needs improvements at the functionality level, such as allowing a bigger number of secret boards, more flexibility in the search of pins, pinners, and boards, and more flexibility in the display on one  s pins and boards and boards that are followed.",feature request
12669,I recommend it often.,information giving
12682,I spend hours just looking and getting great ideas!,information giving
12685,";) I think it could be better by being able to private message someone , though you could block the person from messaging if needed.",feature request
